ALPHA_3_CODE,IsscaapGrp_mapping,Name_En,Scientific_Name,Name_Cn,Troph,Troph.SE,SL.max,DATA.SOURCE,FOOD.ITEM
OUK,57,African squid,Alloteuthis africana,非洲异枪乌贼,3.98,NA,NA,SeaAroundUs,Cephalopods
OUL,57,European common squid,Alloteuthis subulata,欧洲异枪乌贼,4.5,NA,NA,SeaAroundUs,Cephalopods
OUM,57,Midsize squid,Alloteuthis media,中型异枪乌贼,3.47,NA,NA,SeaAroundUs,Cephalopods
OUN,31,Leopard flounder,Bothus pantherinus,,3.5,0.37,32.64,FishBase_ISSCAAP,Demersal fish
OUW,57,Alloteuthis squids nei,Alloteuthis spp,,3.98,NA,NA,SeaAroundUs,Cephalopods
OVZ,12,Lake Malawi utaka,Copadichromis virginalis,,3,NA,NA,SeaAroundUs,Freshwater fish
OWX,33,Snake eels nei,Ophichthidae,,3.79,0.03,NA,FishBase_ISSCAAP,Demersal fish
OXP,33,"Butterfish, greenbone",Odax pullus,,2.1,NA,NA,SeaAroundUs,Demersal fish
OXQ,37,Leatherjackets nei,Oligoplites spp,,4.33,NA,NA,SeaAroundUs,Pelagic fish
OXW,12,"Blue-Nile tilapia, hybrid",Oreochromis aureus x O. niloticus,奥尼罗非鱼杂交种,2.06,NA,NA,FishBase,Freshwater fish
OXY,38,Angular roughshark,Oxynotus centrina,尖背角鲨,3.061,0.26,123,FishBase_ISSCAAP,Demersal fish
OYA,53,American cupped oyster,Crassostrea virginica,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYC,53,Cupped oysters nei,Crassostrea spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYD,33,Indian threadfin,Leptomelanosoma indicum,印度马鮁,3.86,0.67,116.44,FishBase_ISSCAAP,Demersal fish
OYF,53,European flat oyster,Ostrea edulis,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYG,53,Pacific cupped oyster,Magallana gigas,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYH,53,Olympia oyster,Ostrea conchaphila,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYI,53,Indian backwater oyster,Crassostrea madrasensis,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYM,53,Mangrove cupped oyster,Crassostrea rhizophorae,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYR,53,Cortez oyster,Crassostrea corteziensis,考茨巨牡蛎,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYS,53,Sydney cupped oyster,Saccostrea glomerata,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
OYX,53,Flat oysters nei,Ostrea spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
PAA,45,Baltic prawn,Palaemon adspersus,欧洲长臂虾,2.7,NA,NA,FishBase_ISSCAAP,Crustaceans
PAC,33,Common pandora,Pagellus erythrinus,,3.4,0.47,60,FishBase_ISSCAAP,Demersal fish
PAG,44,Softshell red crab,Paralomis granulosa,软壳拟结节蟹,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
PAL,45,Palaemonid shrimps nei,Palaemonidae,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
PAM,21,Mississippi paddlefish,Polyodon spathula,匙吻鲟,3,0,181.22,FishBase_ISSCAAP,Freshwater fish
PAN,45,Pandalus shrimps nei,Pandalus spp,,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
PAO,37,Parona leatherjacket,Parona signata,拟鲳鯵,3.4,0.45,45.9,FishBase_ISSCAAP,Pelagic fish
PAR,33,Red pandora,Pagellus bellottii,,3.6,0.59,42,FishBase_ISSCAAP,Demersal fish
PAS,33,Pacific sandlance,Ammodytes personatus,,3.1,0.28,15,FishBase_ISSCAAP,Demersal fish
PAT,34,Longtail Southern cod,Patagonotothen ramsayi,,3.49,0.5,36.08,FishBase_ISSCAAP,Demersal fish
PAX,33,Pandoras nei,Pagellus spp,,3.53,0.06,25,FishBase_ISSCAAP,Demersal fish
PBA,45,Banana prawn,Penaeus merguiensis,墨吉对虾,3,0.68,NA,FishBase_ISSCAAP,Crustaceans
PBF,36,Pacific bluefin tuna,Thunnus orientalis,太平洋蓝鳍金枪鱼,4.21,0.55,293.21,FishBase_ISSCAAP,Pelagic fish
PBX,33,"Sweetlips, rubberlips nei",Plectorhinchus spp,,3.74,0.08,NA,FishBase_ISSCAAP,Demersal fish
PCA,23,Ayu sweetfish,Plecoglossus altivelis,香鱼,3,0,58.1,FishBase_ISSCAAP,Demersal fish
PCB,47,Barnacle,Pollicipes pollicipes,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
PCL,41,Signal crayfish,Pacifastacus leniusculus,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
PCO,32,Pacific cod,Gadus macrocephalus,,4.01,0.69,100.44,FishBase_ISSCAAP,Demersal fish
PCR,42,Tanner crabs nei,Chionoecetes spp,,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
PCX,34,Pike-congers nei,Muraenesox spp,,4.07,0,172,FishBase_ISSCAAP,Demersal fish
PCY,23,Round whitefish,Prosopium cylindraceum,,3.3,NA,NA,FishBase,Freshwater fish
PDR,33,Peruvian banded croaker,Paralonchurus peruanus,,2.49,0.24,62.07,FishBase_ISSCAAP,Demersal fish
PDZ,45,Pandalid shrimps nei,Pandalidae,,2.7,NA,NA,SeaAroundUs,Crustaceans
PEE,52,Common periwinkle,Littorina littorea,滨螺,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
PEH,13,Redtail catfish,Phractocephalus hemioliopterus,红尾护头鲿,4.15,0.73,114.21,FishBase_ISSCAAP,Freshwater fish
PEL,39,Pelagic fishes nei,Actinopterygii,,3.79,NA,72,SeaAroundUs,"Marine fish, other"
PEN,45,Penaeus shrimps nei,Penaeus spp,,2.3,0.52,NA,FishBase_ISSCAAP,Crustaceans
PEO,24,Indian pellona,Pellona ditchela,,3.95,0.71,16,FishBase_ISSCAAP,Pelagic fish
PEQ,24,Yellowfin river pellona,Pellona flavipinnis,,4.5,0.8,52.18,FishBase_ISSCAAP,Freshwater fish
PER,52,Periwinkles nei,Littorina spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
PET,33,Royal threadfin,Pentanemus quinquarius,,3.56,0.57,29.3,FishBase_ISSCAAP,Demersal fish
PEW,25,White perch,Morone americana,,3.04,0.21,40.59,FishBase_ISSCAAP,Pelagic fish
PEX,13,Freshwater perches nei,Lates spp,,4.29,0.1,88,FishBase_ISSCAAP,Freshwater fish
PEZ,45,Penaeid shrimps nei,Penaeidae,,3.31,NA,NA,SeaAroundUs,Crustaceans
PGA,33,Panga seabream,Pterogymnus laniarius,,3.68,0.56,36.9,FishBase_ISSCAAP,Demersal fish
PGP,13,Pangas catfish,Pangasius pangasius,,3.44,0.51,300,FishBase_ISSCAAP,Freshwater fish
PGS,13,Striped catfish,Pangasianodon hypophthalmus,苏氏鯰,3.12,0.46,130,FishBase_ISSCAAP,Freshwater fish
PGZ,13,Pangas catfishes nei,Pangasius spp,,3.36,0.25,246,FishBase_ISSCAAP,Freshwater fish
PHA,32,South Pacific hake,Merluccius gayi,,4.26,0.74,77.34,FishBase_ISSCAAP,Demersal fish
PIC,33,Picarels nei,Spicara spp,,3.55,0.33,25,FishBase_ISSCAAP,Demersal fish
PIG,33,Pigfish,Orthopristis chrysoptera,,3.42,0.26,46,FishBase_ISSCAAP,Demersal fish
PIL,35,European pilchard(=Sardine),Sardina pilchardus,沙丁鱼,3.05,0.19,27.5,FishBase_ISSCAAP,Pelagic fish
PIN,23,Pink(=Humpback) salmon,Oncorhynchus gorbuscha,细鳞大麻哈鱼,4.19,0.71,62.32,FishBase_ISSCAAP,Demersal fish
PJK,45,Ocean shrimp,Pandalus jordani,约旦长额虾,3.24,NA,NA,SeaAroundUs,Crustaceans
PJM,37,Pacific jack mackerel,Trachurus symmetricus,,3.56,0.52,64.4,FishBase_ISSCAAP,Pelagic fish
PKB,33,Velvet leatherjacket,Parika scaber,,2.95,0.15,25.42,FishBase_ISSCAAP,Demersal fish
PKF,33,Minstrel sweetlips,Plectorhinchus schotaf,,3.82,0.59,66.23,FishBase_ISSCAAP,Demersal fish
PKP,33,Trout sweetlips,Plectorhinchus pictus,,3.48,0.56,67.63,FishBase_ISSCAAP,Demersal fish
PKS,33,Striped piggy,Pomadasys stridens,,4.02,0.67,16.82,FishBase_ISSCAAP,Demersal fish
PKU,33,Raucous grunt,Haemulopsis leuciscus,,3.22,NA,NA,SeaAroundUs,Demersal fish
PLA,31,Amer. plaice(=Long rough dab),Hippoglossoides platessoides,拟庸鲽,3.65,0.49,42.35,FishBase_ISSCAAP,Demersal fish
PLE,31,European plaice,Pleuronectes platessa,,3.26,0.39,100,FishBase_ISSCAAP,Demersal fish
PLL,13,Streaked prochilod,Prochilodus lineatus,条纹鲮脂鲤(小口脂鲤),2.18,0.12,66,FishBase_ISSCAAP,Freshwater fish
PLN,23,European whitefish,Coregonus lavaretus,真白鲑,3.08,0.39,59.13,FishBase_ISSCAAP,Freshwater fish
PLR,13,Netted prochilod,Prochilodus reticulatus,纲纹鲮脂鲤,2,0,28,FishBase_ISSCAAP,Freshwater fish
PLZ,31,Righteye flounders nei,Pleuronectidae,,3.37,0.04,68,FishBase_ISSCAAP,Demersal fish
PMB,13,,Pimelodus albicans,白油鲶,3.4,NA,NA,Estimate(FishBase),Freshwater fish
PMI,13,Capaz,Pimelodus grosskopfii,,3.3,NA,NA,Estimate(FishBase),Freshwater fish
PMW,41,Lake prawn,Palaemon paucidens,条纹长臂虾,3.24,NA,NA,Estimate(SeaAroundUs),Crustaceans
PMX,33,Yellowstripe grunt,Haemulopsis axillaris,,3.4,NA,NA,SeaAroundUs,Demersal fish
PNB,45,Redspotted shrimp,Penaeus brasiliensis,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PND,13,Percarina,Percarina demidoffii,黑海腔鲈,3.5,0.37,8.04,FishBase_ISSCAAP,Freshwater fish
PNI,45,Indian white prawn,Penaeus indicus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PNL,13,,Potamorhina laticeps,,2,NA,NA,FishBase,Freshwater fish
PNS,45,Blue shrimp,Penaeus stylirostris,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PNT,45,Southern white shrimp,Penaeus schmitti,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PNU,45,Southern brown shrimp,Penaeus subtilis,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PNV,45,Whiteleg shrimp,Penaeus vannamei,南美白对虾,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
POA,37,Atlantic pomfret,Brama brama,,4.08,0.64,69,FishBase_ISSCAAP,Pelagic fish
POB,37,Black pomfret,Parastromateus niger,,2.93,0.353,60.71,FishBase_ISSCAAP,Pelagic fish
POC,32,Polar cod,Boreogadus saida,,3.101,0.294,35.36,FishBase_ISSCAAP,Demersal fish
POD,32,Poor cod,Trisopterus minutus,,3.83,0.53,35.92,FishBase_ISSCAAP,Demersal fish
POK,32,Saithe(=Pollock),Pollachius virens,青鳕,4.38,0.77,107.25,FishBase_ISSCAAP,Demersal fish
POL,32,Pollack,Pollachius pollachius,,4.15,0.72,114.92,FishBase_ISSCAAP,Demersal fish
POM,37,Florida pompano,Trachinotus carolinus,北美鲳鲹,3.5,0.6,52.48,FishBase_ISSCAAP,Pelagic fish
PON,33,Ponyfishes(=Slipmouths) nei,Leiognathidae,,3.13,0.12,11,FishBase_ISSCAAP,Demersal fish
POO,37,Snubnose pompano,Trachinotus blochii,狮鼻鲳鯵,3.74,0.46,100.12,FishBase_ISSCAAP,Pelagic fish
POP,37,Pompano,Trachinotus ovatus,,3.73,0.58,49,FishBase_ISSCAAP,Pelagic fish
POR,38,Porbeagle,Lamna nasus,鼠鲨,4.5,0.37,287,FishBase_ISSCAAP,Pelagic fish
POS,32,Southern blue whiting,Micromesistius australis,,3.79,0.62,81.99,FishBase_ISSCAAP,Demersal fish
POX,37,Pompanos nei,Trachinotus spp,,3.66,0.05,57,FishBase_ISSCAAP,Pelagic fish
POY,33,Ponyfishes(=Slipmouths),Leiognathus spp,鲾属未定种,3.15,0.06,11,FishBase_ISSCAAP,Demersal fish
PPB,13,Marbled lungfish,Protopterus aethiopicus,,3.43,0.69,190.61,FishBase_ISSCAAP,Freshwater fish
PPF,41,River prawns nei,Macrobrachium spp,,2.5,0.51,NA,FishBase_ISSCAAP,Crustaceans
PPO,37,Pacific pompano,Peprilus simillimus,,4.09,0.29,28,FishBase_ISSCAAP,Pelagic fish
PPS,45,Sao Paulo shrimp,Penaeus paulensis,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
PPX,37,Pelagic percomorphs nei,Perciformes,,3.43,0.01,73,FishBase_ISSCAAP,Pelagic fish
PPZ,41,"Freshwater prawns, shrimps nei",Palaemonidae,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
PQG,44,Carrot squat lobster,Pleuroncodes monodon,橘黄侧甲球蟹,2.6,NA,NA,SeaAroundUs,Crustaceans
PQQ,56,Equal-sized surf clam,Spisula aequilatera,,2,NA,NA,SeaAroundUs,"Molluscs, other"
PQR,33,Atlantic bigeye,Priacanthus arenatus,,4.04,NA,NA,SeaAroundUs,Demersal fish
PQZ,13,,Pangasius djambal,,2.76,0.266,87.81,FishBase_ISSCAAP,Freshwater fish
PRA,45,Northern prawn,Pandalus borealis,,2.46,0.59,NA,FishBase_ISSCAAP,Crustaceans
PRC,33,Percoids nei,Percoidei,,3.43,0.01,60,FishBase_ISSCAAP,Demersal fish
PRF,41,Giant river prawn,Macrobrachium rosenbergii,罗氏沼虾,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
PRG,33,Porgies,Calamus spp,,3.39,0.05,38,FishBase_ISSCAAP,Demersal fish
PRJ,11,Isok barb,Probarbus jullieni,,3.17,0.4,150,FishBase_ISSCAAP,Freshwater fish
PRL,13,Prochilods nei,Prochilodus spp,,2.09,0.09,45,FishBase_ISSCAAP,Freshwater fish
PRP,34,Roudi escolar,Promethichthys prometheus,纺锤蛇鲭,4.18,0.57,100,FishBase_ISSCAAP,Demersal fish
PRR,33,Parrotfish,Sparisoma cretense,,2.86,0.27,45.19,FishBase_ISSCAAP,Demersal fish
PRS,23,Clearhead icefish,Protosalanx hyalocranius,,2.98,0.27,13.94,FishBase_ISSCAAP,Demersal fish
PSE,33,Bobo croaker,Pseudotolithus elongatus,,4.06,0.7,36.85,FishBase_ISSCAAP,Demersal fish
PSH,45,Pacific shrimps nei,"Pandalus spp, Pandalopsis spp",,2.6,NA,NA,SeaAroundUs,Crustaceans
PSL,43,Pink spiny lobster,Palinurus mauritanicus,,2.6,0.33,NA,FishBase_ISSCAAP,Crustaceans
PSM,23,Pond smelt,Hypomesus olidus,池沼公鱼,3.21,0.42,15.28,FishBase_ISSCAAP,Pelagic fish
PSS,33,Cassava croaker,Pseudotolithus senegalensis,,3.84,0.63,94.96,FishBase_ISSCAAP,Demersal fish
PST,45,Northern white shrimp,Penaeus setiferus,,2.7,0.54,NA,FishBase_ISSCAAP,Crustaceans
PSZ,13,,Psectrogaster amazonica,,2,NA,NA,FishBase,Freshwater fish
PTB,11,Barbel,Barbus barbus,,3.1,0.39,95.76,FishBase_ISSCAAP,Freshwater fish
PTG,11,Silver barb,Barbonymus gonionotus,银无须魮,2.36,0.132,33.21,FishBase_ISSCAAP,Freshwater fish
PTH,38,Pelagic thresher,Alopias pelagicus,,4.5,0.66,314.06,FishBase_ISSCAAP,Pelagic fish
PTS,56,Pacific littleneck clam,Protothaca staminea,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
PTY,33,Longneck croaker,Pseudotolithus typus,,3.7,NA,NA,SeaAroundUs,Demersal fish
PUA,33,Atlantic puffers nei,Sphoeroides spp,,3.64,0.28,23,FishBase_ISSCAAP,Demersal fish
PUF,33,Northern puffer,Sphoeroides maculatus,,4.04,0.66,29.52,FishBase_ISSCAAP,Demersal fish
PUI,11,Spotted barb,Puntius binotatus,,2.6,0.3,20,FishBase_ISSCAAP,Freshwater fish
PUS,11,Olive barb,Systomus sarana,,2.95,0.39,34.44,FishBase_ISSCAAP,Freshwater fish
PUX,33,Puffers nei,Tetraodontidae,,3.41,0.05,32,FishBase_ISSCAAP,Demersal fish
PVR,45,Atlantic ditch shrimp,Palaemon varians,变色小长臂虾,3.4,0.45,NA,FishBase_ISSCAAP,Crustaceans
PWG,33,Waigieu seaperch,Psammoperca waigiensis,,4.02,0.67,37.24,FishBase_ISSCAAP,Demersal fish
PWQ,31,Starry flounder,Platichthys stellatus,星斑川鲽,3.32,0.38,74.62,FishBase_ISSCAAP,Demersal fish
PWS,38,Sawsharks nei,Pristiophorus spp,,3.97,0.07,NA,FishBase_ISSCAAP,Demersal fish
PWT,33,Parrotfishes nei,Scaridae,,2.08,0.05,39.485,FishBase_ISSCAAP,Demersal fish
PWY,45,Spot shrimp,Pandalus platyceros,宽角长额虾,3.66,NA,NA,SeaAroundUs,Crustaceans
PXR,13,White crappie,Pomoxis annularis,白刺盖太阳鱼,4.38,0.77,43.46,FishBase_ISSCAAP,Freshwater fish
PYS,13,Raphael catfish,Platydoras costatus,,3.04,0.4,24,FishBase_ISSCAAP,Freshwater fish
PYX,45,Coonstripe shrimp,Pandalus hypsinotus,朝鲜长额虾,2.6,NA,NA,SeaAroundUs,Crustaceans
PZB,34,"Barracudinas, etc. nei",Paralepididae,,3.52,NA,NA,SeaAroundUs,Demersal fish
PZO,34,Red lionfish,Pterois volitans,,4.35,NA,NA,SeaAroundUs,Demersal fish
PZZ,33,Southern rock bass,Paralabrax callaensis,,3.9,NA,NA,Estimate(FishBase),Demersal fish
QEX,38,S.Am. freshwater stingrays nei,Potamotrygon spp,,3.2,NA,NA,Estimate(FishBase),Freshwater fish
QFW,13,African obscure snakehead,Parachanna obscura,暗副鳢,3.41,NA,NA,FishBase,Freshwater fish
QIX,42,,Ocypode spp,,3.02,NA,NA,SeaAroundUs,Crustaceans
QMG,13,Magdalena River prochilodus,Prochilodus magdalenae,马格达河鲮脂鲤,2,NA,NA,Estimate(FishBase),Freshwater fish
QMR,13,,Prochilodus mariae,,2.1,NA,NA,Estimate(FishBase),Freshwater fish
QOF,13,Barcoo grunter,Scortum barcoo,宝石鲈,2.7,NA,NA,Estimate(FishBase),Freshwater fish
QPH,42,Henslow’s swimming crab,Polybius henslowii,,3.46,NA,NA,SeaAroundUs,Crustaceans
QPN,13,Black prochilodus,Prochilodus nigricans,黑鲮脂鲤,2.38,NA,NA,FishBase,Freshwater fish
QPT,55,Tehuelche scallop,Aequipecten tehuelchus,,2.1,NA,NA,SeaAroundUs,"Molluscs, other"
QRX,13,Parachanna snakeheads nei,Parachanna spp,副鳢类,3.41,NA,NA,FishBase,Freshwater fish
QSC,55,Queen scallop,Aequipecten opercularis,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
QUB,38,Longnose spurdog,Squalus blainville,勃氏角鲨,3.97,0.57,82,FishBase_ISSCAAP,Demersal fish
QUE,37,Queenfishes,Scomberoides spp,,4.48,0.02,69,FishBase_ISSCAAP,Pelagic fish
QVC,13,,Pseudoplatystoma magdaleniatum,,4.3,NA,NA,Estimate(FishBase),Freshwater fish
QYP,13,Amazon sailfin catfish,Pterygoplichthys pardalis,豹纹脂身鲶,2,NA,NA,FishBase,Freshwater fish
QYV,34,Bank rockfish,Sebastes rufus,,3.74,NA,NA,SeaAroundUs,Demersal fish
RAB,37,Short mackerel,Rastrelliger brachysoma,,2.72,0.31,33.15,FishBase_ISSCAAP,Pelagic fish
RAG,37,Indian mackerel,Rastrelliger kanagurta,,3.19,0.379,31.53,FishBase_ISSCAAP,Pelagic fish
RAJ,38,Rays and skates nei,Rajidae,,3.81,0.02,101,FishBase_ISSCAAP,Demersal fish
RAL,35,Slender rainbow sardine,Dussumieria elopsoides,细圆腹鲱,3.4,0.45,20,FishBase_ISSCAAP,Pelagic fish
RAP,56,Pacific razor clam,Siliqua patula,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
RAQ,42,Spanner crab,Ranina ranina,,3.2,NA,NA,SeaAroundUs,Crustaceans
RAS,35,Rainbow sardine,Dussumieria acuta,,3.4,0.45,20,FishBase_ISSCAAP,Pelagic fish
RAX,37,Indian mackerels nei,Rastrelliger spp,,3.1,0.2,29,FishBase_ISSCAAP,Pelagic fish
RAZ,56,Solen razor clams nei,Solen spp,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
RBC,38,Blackchin guitarfish,Glaucostegus cemiculus,,4.04,0.7,232.96,FishBase_ISSCAAP,Demersal fish
RBX,38,Common guitarfish,Rhinobatos rhinobatos,,4.06,0.68,82,FishBase_ISSCAAP,Demersal fish
RCA,38,Whitespotted wedgefish,Rhynchobatus australiae,,3.54,0.5,246,FishBase_ISSCAAP,Demersal fish
RCD,38,Giant guitarfish,Rhynchobatus djiddensis,及达尖犁头鳐,3.6,0.59,277.18,FishBase_ISSCAAP,Demersal fish
RCW,41,Red swamp crawfish,Procambarus clarkii,克氏原螯虾,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
RDM,33,Red drum,Sciaenops ocellatus,眼斑拟石首鱼,4.07,0.68,133.88,FishBase_ISSCAAP,Demersal fish
RDS,38,Daisy stingray,Fontitrygon margarita,,3.42,NA,NA,SeaAroundUs,Demersal fish
RDU,38,Longnose stingray,Hypanus guttatus,,4.25,NA,NA,FishBase,Demersal fish
REB,34,Beaked redfish,Sebastes mentella,,3.65,0.48,39.04,FishBase_ISSCAAP,Demersal fish
RED,34,Atlantic redfishes nei,Sebastes spp,,3.68,0.04,48,FishBase_ISSCAAP,Demersal fish
REG,34,Golden redfish,Sebastes norvegicus,,4.04,0.68,86.77,FishBase_ISSCAAP,Demersal fish
REN,34,Acadian redfish,Sebastes fasciatus,,3.24,NA,NA,SeaAroundUs,Demersal fish
REP,45,Redtail prawn,Penaeus penicillatus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
RER,33,Red steenbras,Petrus rupestris,,4.5,0.61,164,FishBase_ISSCAAP,Demersal fish
RES,33,Mangrove red snapper,Lutjanus argentimaculatus,紫红笛鲷,3.58,0.61,121.52,FishBase_ISSCAAP,Demersal fish
REV,33,Red seabream,Pagrus major,,3.7,NA,NA,SeaAroundUs,Demersal fish
RFA,38,Whiteleg skate,Amblyraja taaf,,3.81,0.57,73.8,FishBase_ISSCAAP,Demersal fish
RFC,34,Darkblotched rockfish,Sebastes crameri,,3.71,0.58,47.56,FishBase_ISSCAAP,Demersal fish
RFE,31,English sole,Pleuronectes vetulus,侧枝鲽,3.39,0.46,41.69,FishBase_ISSCAAP,Demersal fish
RFR,11,Kutum,Rutilus frisii,,3.51,0.6,57.4,FishBase_ISSCAAP,Freshwater fish
RGI,38,Smooth butterfly ray,Gymnura micrura,,3.6,NA,NA,SeaAroundUs,Demersal fish
RGL,38,Spiny butterfly ray,Gymnura altavela,,4.5,0.21,706,FishBase_ISSCAAP,Demersal fish
RGX,31,Scaldfishes nei,Arnoglossus spp,,3.3,NA,NA,SeaAroundUs,Demersal fish
RHA,38,Milk shark,Rhizoprionodon acutus,尖吻斜锯牙鲨,4.33,0.76,143.5,FishBase_ISSCAAP,Pelagic fish
RHG,32,Roughhead grenadier,Macrourus berglax,北大西洋长尾鳕,4.48,0.77,90.2,FishBase_ISSCAAP,Demersal fish
RHI,11,Rhinofishes nei,Labeo spp,,2.19,0.05,60,FishBase_ISSCAAP,Freshwater fish
RHL,38,Brazilian sharpnose shark,Rhizoprionodon lalandii,巴西斜锯牙鲨,4.28,NA,NA,FishBase,Demersal fish
RHN,38,Whale shark,Rhincodon typus,,3.55,NA,NA,SeaAroundUs,Pelagic fish
RHR,38,Caribbean sharpnose shark,Rhizoprionodon porosus,,3.99,NA,NA,SeaAroundUs,Demersal fish
RHT,38,Atlantic sharpnose shark,Rhizoprionodon terraenovae,,4.27,0.76,89.53,FishBase_ISSCAAP,Demersal fish
RIB,32,Common mora,Mora moro,深海鳕,3.75,0.55,71.89,FishBase_ISSCAAP,Demersal fish
RIE,31,Fine flounder,Paralichthys adspersus,,4.26,NA,NA,SeaAroundUs,Demersal fish
RIS,13,Malayan leaffish,Pristolepis fasciata,,3.14,0.45,16.4,FishBase_ISSCAAP,Freshwater fish
RJA,38,White skate,Rostroraja alba,矛吻鳐,4.41,0.832,188.6,FishBase_ISSCAAP,Demersal fish
RJB,38,Blue skate,Dipturus batis,,3.96,0.59,285,FishBase_ISSCAAP,Demersal fish
RJC,38,Thornback ray,Raja clavata,,3.76,0.59,105,FishBase_ISSCAAP,Demersal fish
RJD,38,Little skate,Leucoraja erinacea,,3.57,0.5,54,FishBase_ISSCAAP,Demersal fish
RJE,38,Small-eyed ray,Raja microocellata,小睛斑鳐,3.89,0.66,80,FishBase_ISSCAAP,Demersal fish
RJF,38,Shagreen ray,Leucoraja fullonica,,3.5,0.37,98.4,FishBase_ISSCAAP,Demersal fish
RJH,38,Blonde ray,Raja brachyura,短尾鳐,3.98,0.67,102.5,FishBase_ISSCAAP,Demersal fish
RJI,38,Sandy ray,Leucoraja circularis,圆盘鳐,3.5,0.37,120,FishBase_ISSCAAP,Demersal fish
RJK,38,Sailray,Rajella lintea,麻鳐,3.62,0.5,100.86,FishBase_ISSCAAP,Demersal fish
RJL,38,Barndoor skate,Dipturus laevis,,3.5,NA,NA,SeaAroundUs,Demersal fish
RJM,38,Spotted ray,Raja montagui,,3.67,0.62,65.6,FishBase_ISSCAAP,Demersal fish
RJN,38,Cuckoo ray,Leucoraja naevus,,3.94,0.64,71,FishBase_ISSCAAP,Demersal fish
RJO,38,Longnosed skate,Dipturus oxyrinchus,,3.5,0.37,123,FishBase_ISSCAAP,Demersal fish
RJQ,38,Spinetail ray,Bathyraja spinicauda,,4.41,NA,NA,FishBase,Pelagic fish
RJR,38,Starry ray,Amblyraja radiata,辐鳐,4.02,0.67,86.1,FishBase_ISSCAAP,Demersal fish
RJS,38,Smooth skate,Malacoraja senta,,3.47,NA,NA,FishBase,Demersal fish
RJT,38,Winter skate,Leucoraja ocellata,,4.43,NA,NA,SeaAroundUs,Demersal fish
RJU,38,Undulate ray,Raja undulata,波鳐,3.5,0.37,82,FishBase_ISSCAAP,Demersal fish
RKN,41,Common caridina,Caridina nilotica,尼罗米虾,2,NA,NA,FishBase,Crustaceans
RLQ,33,Suco croaker,Paralonchurus dumerilii,,3.28,NA,NA,SeaAroundUs,Demersal fish
RMB,38,Giant manta,Mobula birostris,鬼蝠魟(双吻前口蝠鲼),3.46,0.497,109.51,FishBase_ISSCAAP,Demersal fish
RMG,34,Black rockfish,Sebastes melanops,,4.38,0.78,53.94,FishBase_ISSCAAP,Demersal fish
RMM,38,Devil fish,Mobula mobular,蝠鲼,3.71,0.53,109.51,FishBase_ISSCAAP,Pelagic fish
RMQ,13,South American catfish,Rhamdia quelen,,3.16,0.43,40.64,FishBase_ISSCAAP,Freshwater fish
RMV,38,"Mantas, devil rays, etc. nei",Mobula spp,,3.71,NA,NA,SeaAroundUs,Pelagic fish
RNG,32,Roundnose grenadier,Coryphaenoides rupestris,,3.54,0.49,105.6,FishBase_ISSCAAP,Demersal fish
RNJ,37,Blackbanded trevally,Seriolina nigrofasciata,,4.17,0.61,56.9,FishBase_ISSCAAP,Pelagic fish
RNM,11,Small scale mud carp,Cirrhinus microlepis,,2.38,0.21,65,FishBase_ISSCAAP,Freshwater fish
